Food,Associativity,Energy(kcal) per 100g,Proteins per 100g,Carbohydrates per 100g,Fats per 100g,Fiber per 100g,Carbon Footprint(kg CO2e) per 100g,Region_ Continental,Region_Continental,"Region_Continental,North,South,East,West",Region_East,Region_North ,"Region_North, South","Region_North, West","Region_North,East,West","Region_North,East,West,South","Region_North,South","Region_North,South,East","Region_North,South,East,West","Region_North,South,East,West,Continental","Region_North,South,East,west","Region_North,South,West","Region_North,West","Region_North,West,East","Region_North,West,East,South","Region_North,West,South",Region_South,Region_South ,"Region_South,East,West",Region_West,"Region_West,East",Type_Appetizer,"Type_Appetizer,Snacks",Type_Beverages,Type_Breakfast,"Type_Breakfast,Lunch","Type_Breakfast,Lunch,Dinner","Type_Breakfast,Snacks",Type_Dinner,Type_Dry Curry,"Type_Dry Curry, Gravy",Type_Gravy,Type_Lunch,Type_Lunch ,"Type_Lunch,Dinner","Type_Lunch,Dinner,Breakfast","Type_Lunch,Dinner,Snacks",Type_Snacks,"Type_Snacks,Appetizer","Type_Snacks,Breakfast",Category_Eggetarian,Category_Non-veg,Category_Veg,allergy_cinnamon,allergy_egg,allergy_nightshade,allergy_mushroom,allergy_chickpea_.,allergy_nut,allergy_seafood,allergy_dairy,allergy_sesame,allergy_pork,allergy_fish,allergy_caffeine,allergy_peanut,allergy_rice,allergy_garlic,allergy_citrus,allergy_onion,allergy_gluten,allergy_shellfish,allergy_soy,allergy_legume
Rasam,8,25.96685082872928,0.0,3.867403314917127,0.5524861878453038,0.5524861878453038,0.1933425414364641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kala Chana Sprouts,11,40.55555555555556,2.2222222222222223,5.555555555555555,0.5555555555555556,3.3333333333333335,0.04583333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sauteed Vegetables,0,69.64285714285714,0.35714285714285715,2.857142857142857,5.357142857142857,1.0714285714285714,0.12669642857142857,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasta Salad,0,39.363143631436316,0.6097560975609756,6.300813008130081,1.151761517615176,0.47425474254742545,0.10004065040650405,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Rice Pulao,5,53.62035225048923,1.2720156555772992,8.023483365949119,1.5655577299412915,0.9784735812133072,0.16800391389432484,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onion Masala Salad,0,19.78021978021978,1.098901098901099,3.296703296703297,0.21978021978021978,1.3186813186813187,0.045714285714285714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaniya Chutney,7,26.732673267326735,2.4752475247524752,1.9801980198019802,0.9900990099009901,3.4653465346534658,0.09094059405940594,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salted Roasted Makhana,11,114.99999999999999,2.857142857142857,22.142857142857142,1.7857142857142856,0.0,0.1442857142857143,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Do Pyaza,2,202.59999999999997,31.8,5.6000000000000005,4.8,1.4000000000000001,0.2822,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken kebab,6,564.2622950819672,35.08196721311476,9.180327868852459,35.73770491803279,2.2950819672131146,0.45327868852459025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Chutney,7,16.699029126213592,1.3592233009708738,1.9417475728155338,0.1941747572815534,1.7475728155339807,0.06407766990291262,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kali Masoor Chat,11,35.78125,2.03125,6.406249999999999,0.15625,2.1875,0.063984375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chana Salad,0,46.51685393258427,2.8089887640449436,7.078651685393258,0.8988764044943821,3.932584269662921,0.06752808988764045,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kala Chana Chat,11,70.48543689320388,3.4951456310679614,10.485436893203884,0.7766990291262136,4.854368932038835,0.08956310679611651,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinach Chana Dal Cutlet,6,136.42857142857144,5.238095238095238,16.428571428571427,5.714285714285714,5.238095238095238,0.11226190476190476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetable soup with Quinoa,0,40.93457943925234,1.1214953271028036,5.981308411214954,1.1214953271028036,1.6822429906542056,0.1155607476635514,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low-Fat Bajra Cheela,1,65.05882352941177,2.235294117647059,10.705882352941176,1.5294117647058825,2.3529411764705883,0.07147058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low-Fat Grilled Chicken Breast,8,232.78008298755188,32.365145228215766,0.8298755186721992,9.95850622406639,0.6224066390041494,0.2843775933609959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roasted Makhana Bhel Without Peanuts,11,40.1219512195122,0.975609756097561,7.317073170731707,0.3658536585365854,1.097560975609756,0.09475609756097561,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprouts Cheela,1,100.1923076923077,4.807692307692308,13.461538461538462,3.076923076923077,3.2692307692307696,0.06894230769230769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bell pepper, onion, and tomato Vegetable",0,29.27835051546392,0.6185567010309279,3.5051546391752577,1.0309278350515463,1.443298969072165,0.1409278350515464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken gravy (low-fat),2,118.59649122807016,9.824561403508772,3.3333333333333335,7.017543859649122,1.2280701754385965,0.273859649122807,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomato Basil Soup,0,25.454545454545453,0.45454545454545453,2.272727272727273,1.8181818181818181,0.6818181818181818,0.095,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saute zucchini, asparagus, and bell peppers",0,10.78838174273859,0.16597510373443983,0.4149377593360996,0.9128630705394192,0.33195020746887965,0.07253112033195021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Style Roasted Makhana,11,28.076923076923077,0.641025641025641,3.205128205128205,1.6666666666666667,0.38461538461538464,0.13192307692307692,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalimirch Chicken,2,272.5373134328358,16.268656716417908,3.880597014925373,17.761194029850746,1.1940298507462688,0.2941044776119403,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Fat Besan Cheela,1,20.381231671554254,1.0263929618768328,2.785923753665689,0.43988269794721413,0.5865102639296188,0.10479472140762464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Fat Dal Cheela,1,73.63636363636363,2.727272727272727,7.2727272727272725,3.4090909090909087,1.5909090909090908,0.11931818181818182,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinda Vegetable (Low Fat),2,16.453900709219855,0.425531914893617,1.276595744680851,1.1347517730496455,0.851063829787234,0.10347517730496456,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Chutney without any Nuts,7,11.0,0.6666666666666667,1.3333333333333335,0.0,1.1666666666666667,0.05666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Fries,0,28.11320754716981,0.37735849056603776,4.150943396226415,0.9433962264150944,0.5660377358490566,0.04556603773584906,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saute Bell Pepper,0,130.0813008130081,1.2195121951219512,4.878048780487805,11.38211382113821,1.2195121951219512,0.17524390243902438,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatpate Mushroom,2,59.10931174089069,2.42914979757085,4.8582995951417,2.0242914979757085,3.643724696356275,0.22530364372469633,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom Pepper Masala,2,48.13084112149533,1.8691588785046727,5.607476635514018,1.1682242990654206,2.803738317757009,0.17114485981308414,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potato Mushroom Kebab,6,22.210526315789476,0.631578947368421,2.9473684210526314,0.8421052631578947,0.631578947368421,0.2036315789473684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
